Mod:Item:MetaData, Localized Name
ceramics:clay_bucket:0, Глиняное ведро: РНК пчелы 
ceramics:clay_bucket:0, Глиняное ведро: РНК растения 
ceramics:clay_bucket:0, Глиняное ведро: ДНК пчелы 
ceramics:clay_bucket:0, Глиняное ведро: ДНК растения 
ceramics:clay_bucket:0, Глиняное ведро: Неустойчивый мутаген 
ceramics:clay_bucket:0, Глиняное ведро: Мутаген 
ceramics:clay_bucket:0, Глиняное ведро: Генетика пчелы 
ceramics:clay_bucket:0, Глиняное ведро: Генетика растения 
ceramics:clay_bucket:0, Глиняное ведро: Горячий хладагент 
ceramics:clay_bucket:0, Глиняное ведро: Базальтовая лава 
ceramics:clay_bucket:0, Глиняное ведро: Жидкая биомасса 
ceramics:clay_bucket:0, Глиняное ведро: Биогаз 
ceramics:clay_bucket:0, Глиняное ведро: Дистиллированная вода 
ceramics:clay_bucket:0, Глиняное ведро: Пестицид 
ceramics:clay_bucket:0, Глиняное ведро: Перегретый пар 
ceramics:clay_bucket:0, Глиняное ведро: Пар 
ceramics:clay_bucket:0, Глиняное ведро: Тёплая вода 
ceramics:clay_bucket:0, Глиняное ведро: Воздух 
ceramics:clay_bucket:0, Глиняное ведро: Вода 
ceramics:clay_bucket:0, Глиняное ведро: Лава 
ceramics:clay_bucket:0, Глиняное ведро: Королевское желе 
ceramics:clay_bucket:0, Глиняное ведро: Мёд 
ceramics:clay_bucket:0, Глиняное ведро: Расплавленный михал 
ceramics:clay_bucket:0, Глиняное ведро: Расплавленный алюминий 
ceramics:clay_bucket:0, Глиняное ведро: Расплавленный ванадий 
ceramics:clay_bucket:0, Глиняное ведро: Расплавленный вольфрам 
ceramics:clay_bucket:0, Глиняное ведро: Расплавленный кобальт 
ceramics:clay_bucket:0, Глиняное ведро: Расплавленный магний 
ceramics:clay_bucket:0, Глиняное ведро: Расплавленный никель 
ceramics:clay_bucket:0, Глиняное ведро: Расплавленная платина 
ceramics:clay_bucket:0, Глиняное ведро: Расплавленная титановая смесь 
ceramics:clay_bucket:0, Глиняное ведро: Расплавленный хром 
ceramics:clay_bucket:0, Глиняное ведро: Расплавленный шпинель 
ceramics:clay_bucket:0, Глиняное ведро: Расплавленное серебро 
ceramics:clay_bucket:0, Глиняное ведро: Расплавленный цинк 
ceramics:clay_bucket:0, Глиняное ведро: Расплавленный марганец 
ceramics:clay_bucket:0, Глиняное ведро: Расплавленный иридий 
ceramics:clay_bucket:0, Глиняное ведро: Расплавленный германий 
ceramics:clay_bucket:0, Глиняное ведро: Расплавленная медь 
ceramics:clay_bucket:0, Глиняное ведро: Расплавленное золото 
ceramics:clay_bucket:0, Глиняное ведро: Расплавленное железо 
ceramics:clay_bucket:0, Глиняное ведро: Расплавленный свинец 
ceramics:clay_bucket:0, Глиняное ведро: Расплавленное олово 
ceramics:clay_bucket:0, Глиняное ведро: Расплавленный уран 
ceramics:clay_bucket:0, Глиняное ведро: Расплавленный осмий 
ceramics:clay_bucket:0, Глиняное ведро: Расплавленный тантал 
ceramics:clay_bucket:0, Глиняное ведро: Расплавленный кадмий 
ceramics:clay_bucket:0, Глиняное ведро: Расплавленная мышьяковая смесь 
ceramics:clay_bucket:0, Глиняное ведро: Расплавленный барий 
ceramics:clay_bucket:0, Глиняное ведро: Расплавленный висмут 
ceramics:clay_bucket:0, Глиняное ведро: Расплавленный гадолиний 
ceramics:clay_bucket:0, Глиняное ведро: Расплавленный галлий 
ceramics:clay_bucket:0, Глиняное ведро: Расплавленный гафний 
ceramics:clay_bucket:0, Глиняное ведро: Расплавленный иттрий 
ceramics:clay_bucket:0, Глиняное ведро: Расплавленный молибден 
ceramics:clay_bucket:0, Глиняное ведро: Расплавленный неодим 
ceramics:clay_bucket:0, Глиняное ведро: Расплавленный ниобий 
ceramics:clay_bucket:0, Глиняное ведро: Расплавленный палладий 
ceramics:clay_bucket:0, Глиняное ведро: Расплавленный полоний 
ceramics:clay_bucket:0, Глиняное ведро: Расплавленный стронций 
ceramics:clay_bucket:0, Глиняное ведро: Расплавленный таллий 
ceramics:clay_bucket:0, Глиняное ведро: Расплавленный цирконий 
ceramics:clay_bucket:0, Глиняное ведро: Диметилгидразин 
ceramics:clay_bucket:0, Глиняное ведро: Гидразин 
ceramics:clay_bucket:0, Глиняное ведро: Декан 
ceramics:clay_bucket:0, Глиняное ведро: Ксенон 
ceramics:clay_bucket:0, Глиняное ведро: Нефть 
ceramics:clay_bucket:0, Глиняное ведро: Топливо 
ceramics:clay_bucket:0, Глиняное ведро: Кислород 
ceramics:clay_bucket:0, Глиняное ведро: Водород 
ceramics:clay_bucket:0, Глиняное ведро: Бактериальный осадок 
ceramics:clay_bucket:0, Глиняное ведро: Метан 
ceramics:clay_bucket:0, Глиняное ведро: Атмосферные газы 
ceramics:clay_bucket:0, Глиняное ведро: Жидкий метан 
ceramics:clay_bucket:0, Глиняное ведро: Жидкий кислород 
ceramics:clay_bucket:0, Глиняное ведро: Жидкий азот 
ceramics:clay_bucket:0, Глиняное ведро: Азот 
ceramics:clay_bucket:0, Глиняное ведро: Углекислый газ 
ceramics:clay_bucket:0, Глиняное ведро: Аргон 
ceramics:clay_bucket:0, Глиняное ведро: Жидкий аргон 
ceramics:clay_bucket:0, Глиняное ведро: Гелий 
ceramics:clay_bucket:0, Глиняное ведро: Серная кислота 
ceramics:clay_bucket:0, Глиняное ведро: Пар 
ceramics:clay_bucket:0, Глиняное ведро: Креозотовое масло 
ceramics:clay_bucket:0, Глиняное ведро: Разжиженный уголь 
ceramics:clay_bucket:0, Глиняное ведро: Сырая нефть 
ceramics:clay_bucket:0, Глиняное ведро: Нефть 
ceramics:clay_bucket:0, Глиняное ведро: Очищенное топливо 
ceramics:clay_bucket:0, Глиняное ведро: Сок 
ceramics:clay_bucket:0, Глиняное ведро: Сироп 
ceramics:clay_bucket:0, Глиняное ведро: Смола 
ceramics:clay_bucket:0, Глиняное ведро: Древесное масло 
ceramics:clay_bucket:0, Глиняное ведро: Растительное масло 
ceramics:clay_bucket:0, Глиняное ведро: Бионефть 
ceramics:clay_bucket:0, Глиняное ведро: Биотопливо 
ceramics:clay_bucket:0, Глиняное ведро: Тушёные грибы 
ceramics:clay_bucket:0, Глиняное ведро: Эссенция знаний 
ceramics:clay_bucket:0, Глиняное ведро: Зелье 
ceramics:clay_bucket:0, Глиняное ведро: Взрывное зелье 
ceramics:clay_bucket:0, Глиняное ведро: Туманное зелье 
ceramics:clay_bucket:0, Глиняное ведро: Дестабилизированный красный камень 
ceramics:clay_bucket:0, Глиняное ведро: Заряженный светящийся камень 
ceramics:clay_bucket:0, Глиняное ведро: Резонирующий эндериум 
ceramics:clay_bucket:0, Глиняное ведро: Пылающий пиротеум 
ceramics:clay_bucket:0, Глиняное ведро: Ледяной криотеум 
ceramics:clay_bucket:0, Глиняное ведро: Невесомый аэротеум 
ceramics:clay_bucket:0, Глиняное ведро: Тектонический петротеум 
ceramics:clay_bucket:0, Глиняное ведро: Изначальная мана 
